Institutional Execution Ledger — Daily PnL &,,,,,,,,
Running Equity,,,,,,,,
11.1,EURUSD,Buy,0.7,1.15621,1.15625,0.4,Trend,-62.30
11.1,USDCHF,Buy,2.5,0.80668,0.80679,1.1,Heavy-Scalp,-155.03
11.1,USDCHF,Buy,2,0.8063,0.80639,0.9,Heavy-Scalp,-138.99
11.12,AUDCAD,Buy,1,0.91462,0.91475,1.3,Trend,69.26
11.14,CADJPY,Buy,0.5,110.204,110.222,1.8,Momentum,-56.32
11.14,CADJPY,Buy,0.5,110.188,110.206,1.8,Momentum,-51.14
11.14,GBPAUD,Buy,0.5,2.0189,2.01911,2.1,Scalp,19.54
11.14,GBPUSD,Buy,0.5,1.31634,1.3164,0.6,Mean Rev,-145.50
11.14,GBPCAD,Buy,0.4,1.84632,1.84646,1.4,Volatility,-63.03
11.14,GBPUSD,Buy,0.5,1.31505,1.31513,0.8,Mean Rev,-82.00
11.17,USDCAD,Buy,3,1.40324,1.40336,1.2,Liquidity,12.83
11.17,USDCAD,Buy,2,1.40323,1.40332,0.9,Liquidity,85.47
11.17,USDCAD,Buy,4,1.40315,1.40329,1.4,Heavy-Scalp,0
11.17,USDCAD,Buy,4,1.40292,1.40307,1.5,Heavy-Scalp,62.71
11.19,EURJPY,Buy,0.5,180.048,180.069,2.1,Momentum,7.08
11.19,EURJPY,Buy,0.2,180.04,180.052,1.2,Momentum,5.02
11.19,EURUSD,Buy,0.7,1.1586,1.15864,0.4,Scalp,6.3
11.19,EURUSD,Buy,0.2,1.15845,1.15848,0.3,Scalp,5.6
11.19,EURUSD,Buy,0.2,1.15878,1.15881,0.3,Scalp,1.6
11.19,AUDCHF,Buy,0.5,0.52002,0.52009,0.7,Trend,35.5
11.19,AUDCHF,Buy,0.5,0.51978,0.51984,0.6,Scalp,1.25
11.21,USDCHF,Buy,0.2,0.80579,0.80582,0.3,Scalp,1.24
11.21,USDCHF,Buy,0.1,0.80554,0.80558,0.4,Momentum,14.13
11.21,USDCHF,Buy,0.2,0.80547,0.80552,0.5,Momentum,30
11.24,GBPAUD,Buy,1,2.02735,2.02761,2.6,Mean Rev,-26.50
11.24,AUDCHF,Buy,1.3,0.52222,0.52238,1.6,Trend,-67.56
11.24,GBPCHF,Buy,0.3,1.05795,1.0581,1.5,Divergence,-40.13
11.24,AUDCHF,Buy,1.3,0.52084,0.52097,1.3,Mean Rev,-103.05
11.24,GBPCHF,Buy,0.2,1.05764,1.05776,1.2,Divergence,-18.08
11.24,AUDCHF,Buy,1.3,0.52129,0.52136,0.7,Scalp,8.04
11.25,NZDUSD,Buy,1.2,0.56069,0.56075,0.6,Momentum,8.4
11.25,NZDUSD,Buy,0.8,0.5605,0.56055,0.5,Scalp,4.8
11.25,NZDUSD,Buy,1.2,0.56056,0.56063,0.7,Mean Rev,-87.60
11.25,NZDUSD,Buy,0.2,0.55992,0.55995,0.3,Scalp,-6.60
11.26,CADCHF,Buy,0.75,0.57261,0.57269,0.8,Mean Rev,47.35
11.27,EURGBP,Buy,0.7,0.87595,0.876,0.5,Trend,-36.12
11.27,EURGBP,Buy,0.1,0.87587,0.8759,0.3,Scalp,-3.57
11.28,GBPUSD,Buy,0.6,1.32216,1.3222,0.4,Momentum,-12.00
11.28,GBPUSD,Buy,0.2,1.32193,1.32196,0.3,Momentum,-0.40
11.28,GBPUSD,Buy,1,1.32095,1.321,0.5,Scalp,45
12.01,EURCAD,Buy,0.8,1.62191,1.622,0.9,Scalp,4
12.01,EURCAD,Buy,0.1,1.62154,1.62159,0.5,Scalp,3.86
12.01,GBPUSD,Buy,0.6,1.32274,1.32278,0.4,Momentum,4.8
12.01,GBPUSD,Buy,0.8,1.32213,1.32218,0.5,Momentum,57.6
12.02,EURAUD,Buy,0.9,1.77189,1.77203,1.4,Trend,12.97
12.03,EURCHF,Buy,3.5,0.93347,0.93359,1.2,Heavy-Scalp,-144.11
12.03,CADCHF,Buy,0.5,0.5741,0.57414,0.4,Mean Rev,-1.87
12.03,CADCHF,Buy,0.5,0.57412,0.57417,0.5,Mean Rev,-3.75
12.03,CADCHF,Buy,1.5,0.5739,0.574,1,Mean Rev,22.49
12.04,XAUUSD,Buy,0.05,4198.8,4199.47,6.7,Metals,5.95
12.04,USDCHF,Buy,1,0.80014,0.80022,0.8,Mean Rev,-70.03
12.04,CADCHF,Buy,0.5,0.57315,0.57319,0.4,Scalp,0.63
12.04,USDCHF,Buy,2,0.79967,0.79975,0.8,Heavy-Scalp,-2.50
12.09,AUDNZD,Buy,0.6,1.14711,1.14729,1.8,Carry,32.97
12.1,CADJPY,Buy,0.5,113.16,113.176,1.6,Scalp,5.74
12.1,CADJPY,Buy,0.2,113.138,113.151,1.3,Scalp,5.49
12.11,XAUUSD,Buy,0.2,4226.9,4227.63,7.3,Metals,17.8
12.15,EURUSD,Buy,0.2,1.17444,1.17447,0.3,Momentum,9
12.15,EURUSD,Buy,0.2,1.17431,1.17434,0.3,Momentum,11.8
12.15,EURUSD,Buy,0.5,1.17411,1.17416,0.5,Momentum,37
12.18,USDCAD,Buy,0.5,1.37803,1.37806,0.3,Scalp,2.18
12.18,USDCAD,Buy,0.5,1.3779,1.37794,0.4,Scalp,18.14
12.18,USDCAD,Buy,0.5,1.37771,1.37776,0.5,Scalp,24.67
12.18,XAGUSD,Buy,0.02,66.162,66.174,1.2,Metals,2.1
12.18,XAGUSD,Buy,0.02,66.045,66.067,2.2,Metals,8.8
12.18,XAUUSD,Buy,0.03,4329.1,4329.94,8.4,Metals,-51.33
12.18,EURUSD,Buy,1,1.17345,1.17352,0.7,Heavy-Scalp,-185.00
12.18,EURUSD,Buy,1.5,1.17225,1.17234,0.9,Heavy-Scalp,-111.00
12.18,EURUSD,Buy,1.5,1.17215,1.17223,0.8,Heavy-Scalp,1.5
12.18,EURUSD,Buy,1,1.17216,1.17223,0.7,Heavy-Scalp,70
12.18,EURUSD,Buy,1,1.17258,1.17266,0.8,Heavy-Scalp,-3.00
12.18,EURUSD,Buy,0.5,1.17224,1.17229,0.5,Scalp,3.5
12.18,EURUSD,Buy,0.5,1.17204,1.1721,0.6,Scalp,6.5
12.18,EURUSD,Buy,0.5,1.17274,1.17282,0.8,Volatility,-56.50
12.18,EURUSD,Buy,0.5,1.17223,1.1723,0.7,Volatility,-30.50
12.18,EURUSD,Buy,0.5,1.17151,1.17156,0.5,Scalp,1.5
12.19,AUDUSD,Buy,0.5,0.6608,0.66085,0.5,Scalp,-3.50
12.19,AUDUSD,Buy,0.5,0.66058,0.66062,0.4,Scalp,6.5
12.19,AUDUSD,Buy,0.5,0.6613,0.66134,0.4,Scalp,0
12.19,AUDUSD,Buy,0.5,0.66114,0.66119,0.5,Momentum,51.5
12.22,EURGBP,Buy,0.3,0.87438,0.87442,0.4,Scalp,0.81
12.26,GBPJPY,Buy,0.25,210.945,210.961,1.6,Scalp,10.55
12.26,GBPJPY,Buy,0.25,210.91,210.93,2,Momentum,65.27
1.02,GBPNZD,Buy,0.25,2.3332,2.33363,4.3,New-Year,63.23
1.06,EURCAD,Buy,0.5,1.6125,1.61262,1.2,Mean Rev,10.17
1.07,NZDUSD,Buy,0.4,0.57893,0.57897,0.4,Scalp,1.6
1.07,NZDUSD,Buy,0.4,0.57871,0.57874,0.3,Scalp,2.8
1.07,AUDUSD,Buy,0.5,0.66389,0.67394,0.5,Momentum,-62.00
1.08,AUDNZD,Buy,0.5,1.16452,1.16469,1.7,Mean Rev,0.29
1.08,USDJPY,Buy,0.5,156.742,156.756,1.4,Trend,11.8
1.08,USDJPY,Buy,0.15,156.674,156.682,0.8,Scalp,10.33
1.08,USDJPY,Buy,0.1,156.676,156.682,0.6,Scalp,7.02
1.14,EURNZD,Buy,0.5,2.02772,2.02798,2.6,Volatility,4.02
1.14,EURNZD,Buy,0.5,2.02728,2.02749,2.1,Volatility,-58.40
1.19,EURCAD,Buy,0.5,1.61421,1.61436,1.5,Momentum,9.37
1.19,EURGBP,Buy,0.3,0.86726,0.8673,0.4,Scalp,-5.63
1.2,AUDJPY,Buy,0.5,106.222,106.236,1.4,Trend,1.58
1.2,AUDJPY,Buy,0.5,106.204,106.219,1.5,Trend,102.51
1.22,AUDCHF,Buy,0.5,0.53979,0.53985,0.6,Mean Rev,-12.00
1.22,AUDCHF,Buy,0.5,0.53957,0.53963,0.6,Scalp,24.04
1.26,NZDCAD,Buy,0.5,0.81622,0.81633,1.1,Trend,5.47
1.27,EURUSD,Buy,0.5,1.18874,1.18879,0.5,Momentum,-66.00
1.27,EURUSD,Buy,0.5,1.18846,1.18851,0.5,Momentum,-52.50
1.27,EURUSD,Buy,0.5,1.1882,1.18825,0.5,Momentum,-38.00
1.27,EURUSD,Buy,0.5,1.18788,1.18793,0.5,Scalp,2
1.27,EURUSD,Buy,0.5,1.18746,1.18751,0.5,Scalp,4
1.27,EURUSD,Buy,0.35,1.1875,1.18754,0.4,Trend,45.5
1.27,EURUSD,Buy,1,1.18877,1.18885,0.8,Trend,180
1.28,AUDJPY,Buy,0.5,106.928,106.944,1.6,Scalp,-12.77
1.28,XAGUSD,Buy,0.02,113.682,113.755,7.3,Metals,94.1
1.29,CADCHF,Buy,0.5,0.56693,0.56699,0.6,Mean Rev,12.37
1.29,AUDUSD,Buy,0.5,0.70246,0.70251,0.5,Momentum,-187.00
1.3,AUDJPY,Buy,0.2,107.921,107.933,1.2,Mean Rev,-23.97
1.3,AUDJPY,Buy,0.2,107.724,107.737,1.3,Scalp,1.17
2.02,GBPJPY,Buy,0.25,212.148,212.174,2.6,Cross-Vol,-30.28
,,,,6,,,,

